,Branch length stretch,date,numdate
A/California/11/2022|EPI_ISL_11959396|2022-01-18,0.9983017195491598,2022-01-18,2022.052908525641
A/California/15/2020|EPI_ISL_412157|2020-01-15,1.000000429663814e-06,2020-01-15,2020.0663255372756
A/California/179/2016|EPI_ISL_273709|2016-12-03,2.0,2016-12-03,2016.9842104159306
A/California/183/2019|EPI_ISL_397002|2019-10-24,0.8309622236249568,2019-10-24,2019.8408544614647
A/California/200/2019|EPI_ISL_409111|2019-10-31,0.7635156930733128,2019-10-31,2019.859812990328
A/California/205/2019|EPI_ISL_400008|2019-11-17,1.000000429663839e-06,2019-11-17,2019.9058551322528
A/California/28/2021|EPI_ISL_9033461|2021-12-05,0.49825519431858617,2021-12-05,2021.933063539611
A/California/33/2020|EPI_ISL_415768|2020-02-08,0.9998798481349441,2020-02-08,2020.1313262072656
A/California/37/2021|EPI_ISL_9033769|2021-12-10,0.9983027544118399,2021-12-10,2021.9466053459423
A/California/43/2021|EPI_ISL_11532861|2021-12-14,0.39163617112270577,2021-12-14,2021.957438791007
A/California/52/2020|EPI_ISL_430754|2020-03-09,2.0,2020-03-09,2020.212577045252
A/California/52/2021|EPI_ISL_9033780|2021-12-20,9.999999959827283e-07,2021-12-20,2021.973688959003
A/California/55/2020|EPI_ISL_717646|2020-10-12,2.0,2020-10-12,2020.8002914400192
A/California/55/2022|EPI_ISL_12716170|2022-03-31,2.0,2022-03-31,2022.247910536808
A/California/60/2021|EPI_ISL_9033449|2021-12-25,2.0,2021-12-25,2021.9872307649355
A/California/63/2021|EPI_ISL_9033552|2021-12-26,0.9983014850839239,2021-12-26,2021.9899391262015
A/Cambodia/1167/2020|EPI_ISL_1455650|2020-10-08,1.0000004296639279e-06,2020-10-08,2020.7894579953534
A/Cambodia/1171/2020|EPI_ISL_1455654|2020-10-08,1.0000004296639279e-06,2020-10-08,2020.7894579953534
A/Cambodia/1180/2020|EPI_ISL_1455652|2020-10-08,1.0000004296639279e-06,2020-10-08,2020.7894579953534
A/Cambodia/1189/2020|EPI_ISL_1455651|2020-10-08,1.0000004296639279e-06,2020-10-08,2020.7894579953534
A/Cambodia/20080717/2020|EPI_ISL_534310|2020-08-18,2.0,2020-08-18,2020.6513315703776
A/Cambodia/981/2020|EPI_ISL_1296362|2020-09-15,1.0000004296639279e-06,2020-09-15,2020.7271656862306
A/Cambodia/E0826360/2020|EPI_ISL_1296487|2020-07-16,1.00000042966386e-06,2020-07-16,2020.5619556489917
A/Cambodia/E0826360/2020|EPI_ISL_1367566|2020-07-16,0.41105655081150827,2020-07-16,2020.5619556485926
A/Cambodia/FSS42911/2020|EPI_ISL_514677|2020-03-12,0.8292336631561052,2020-03-12,2020.2207021290503
A/Cambodia/e0908377/2020|EPI_ISL_536569|2020-07-29,1.0000004296639238e-06,2020-07-29,2020.5971643454525
A/Cambodia/e1009251/2020|EPI_ISL_944641|2020-10-08,0.8375917382587206,2020-10-08,2020.7894579949543
A/Cambodia/nC_73301/2020|EPI_ISL_710458|2020-09-14,0.9934988315915378,2020-09-14,2020.7244573245655
A/Cambodia/nC_80628/2020|EPI_ISL_710460|2020-09-24,2.0,2020-09-24,2020.7515409372274
A/Canarias/1340/2022|EPI_ISL_11814244|2022-03-02,9.99999995982784e-07,2022-03-02,2022.1693680604867
A/Canberra/7/2016|EPI_ISL_289136|2016-04-10,0.9993625636303473,2016-04-10,2016.342328795839
A/Cardiff/1286/2019|EPI_ISL_400530|2019-12-01,1.0000004296639387e-06,2019-12-01,2019.9437721899794
A/Cardiff/8268/2022|EPI_ISL_10402015|2022-02-15,2.0,2022-02-15,2022.1287426410947
A/CastillaLaMancha/1245/2022|EPI_ISL_11814252|2022-03-05,1.0878645635694801,2022-03-05,2022.1774931438865
A/CastillaLaMancha/1548/2022|EPI_ISL_12646202|2022-03-23,2.0,2022-03-23,2022.2262436466783
A/CastillaLaMancha/220127/2021|EPI_ISL_9359960|2021-12-17,1.3343450973939062,2021-12-17,2021.9655638748056
A/Catalonia/0846659S/2019|EPI_ISL_407971|2019-12-03,0.5553444583459005,2019-12-03,2019.949188912113
A/Catalonia/3511932NS/2020|EPI_ISL_412057|2019-12-05,0.47357909994208197,2019-12-05,2019.9546056346453
A/Catalonia/NSVH101694902/2021|EPI_ISL_8882123|2021-12-10,9.999999959828107e-07,2021-12-10,2021.9466053463411
A/Catalonia/NSVH101698109/2021|EPI_ISL_8882125|2021-12-14,2.0,2021-12-14,2021.957438791007
A/Catalonia/NSVH101769409/2022|EPI_ISL_11766279|2022-03-05,0.6097519569982754,2022-03-05,2022.1774931438865
A/Catalonia/NSVH161510503/2022|EPI_ISL_12705635|2022-05-04,0.9981536825030484,2022-05-04,2022.339994819859
A/Catalonia/NSVH17653/2021|EPI_ISL_4537562|2021-09-20,9.999999959828352e-07,2021-09-20,2021.7272280837783
A/Catalonia/NSVH198241147/2022|EPI_ISL_12471325|2022-04-19,2.0,2022-04-19,2022.2993694008658
A/Catalonia/NSVH198241497/2022|EPI_ISL_12471322|2022-04-22,2.0,2022-04-22,2022.3074944846644
A/Catalonia/NSVH198241504/2022|EPI_ISL_12471320|2022-04-22,1.338919196304977,2022-04-22,2022.3074944846644
A/Catalonia/NSVH198242974/2022|EPI_ISL_12705647|2022-05-10,2.0,2022-05-10,2022.3562449874562
A/Catalonia/NSVH198242975/2022|EPI_ISL_12705648|2022-05-10,1.0719095914613965,2022-05-10,2022.3562449874562
A/Catalonia/NSVH198242978/2022|EPI_ISL_12705651|2022-05-10,0.7719245190113274,2022-05-10,2022.3562449874562
A/Catalonia/NSVH199821772/2022|EPI_ISL_12599178|2022-04-27,0.7661275231910061,2022-04-27,2022.3210362909956
A/Centre/2559/2019|EPI_ISL_400343|2019-11-25,0.9969666939062055,2019-11-25,2019.9275220219833
A/Chiang_Mai/51/2020|EPI_ISL_644653|2020-01-31,0.994844759587985,2020-01-31,2020.1096593171358
A/Colorado/44/2019|EPI_ISL_402412|2019-11-27,0.7937417733813348,2019-11-27,2019.9329387445157
A/Connecticut/02/2021|EPI_ISL_8557850|2021-11-05,9.999999959827283e-07,2021-11-05,2021.8518127020238
A/Connecticut/02/2022|EPI_ISL_11533897|2022-02-14,0.9983017947813568,2022-02-14,2022.1260342798284
A/Connecticut/11/2022|EPI_ISL_12713494|2022-04-02,0.9982215954942344,2022-04-02,2022.2533272593405
A/Connecticut/17/2020|EPI_ISL_424742|2020-03-02,2.0,2020-03-02,2020.1936185163884
A/Croatia/109108/2021|EPI_ISL_6915282|2021-09-20,9.999999959828352e-07,2021-09-20,2021.7272280837783
A/Croatia/99546/2021|EPI_ISL_6915292|2021-08-25,9.999999959828352e-07,2021-08-25,2021.656810690857
A/Cyprus/F1267/2020|EPI_ISL_500725|2020-02-27,2.0,2020-02-27,2020.1827850713237
A/Cyprus/F755/2020|EPI_ISL_434417|2020-02-02,0.6561047620458703,2020-02-02,2020.1150760396683
A/Cyprus/F804/2020|EPI_ISL_434418|2020-02-02,0.5223073486576507,2020-02-02,2020.1150760396683
A/Czech_Republic/139/2020|EPI_ISL_435295|2020-01-20,1.2749590667915562,2020-01-20,2020.0798673432075
A/Czech_Republic/1501/2019|EPI_ISL_405411|2019-11-28,1.9784091535054087,2019-11-28,2019.935647105782
A/Czech_Republic/1670/2019|EPI_ISL_416201|2019-11-28,0.9457559526307663,2019-11-28,2019.935647105782
A/Czech_Republic/38/2020|EPI_ISL_409973|2020-01-07,1.0000004296639387e-06,2020-01-07,2020.0446586471458
A/Darwin/726/2019|EPI_ISL_412025|2019-10-03,0.5542487748226995,2019-10-03,2019.783978874874
A/Delaware/01/2021|EPI_ISL_2518731|2021-04-16,9.999999959827586e-07,2021-04-16,2021.3020153649834
A/Delaware/01/2021|EPI_ISL_2518750|2021-04-16,9.999999959827586e-07,2021-04-16,2021.3020153649834
A/Delaware/09/2021|EPI_ISL_8814426|2021-12-12,1.0760163551945283,2021-12-12,2021.9520220684744
A/Delaware/11/2021|EPI_ISL_8814428|2021-12-13,0.5274557102821282,2021-12-13,2021.954730429741
A/Delaware/13/2022|EPI_ISL_12109553|2022-03-07,2.0,2022-03-07,2022.1829098664189
A/Delaware/15/2020|EPI_ISL_415752|2020-02-18,2.0,2020-02-18,2020.1584098199276
A/Delaware/32/2016|EPI_ISL_277143|2016-11-15,0.3999960095825204,2016-11-15,2016.9354599131389
A/Delaware/39/2019|EPI_ISL_393677|2019-05-28,1.7152268827447141,2019-05-28,2019.4373086327994
A/Delaware/49/2019|EPI_ISL_400842|2019-10-22,0.9991508337566912,2019-10-22,2019.8354377389323
A/Denmark/03/2021|EPI_ISL_8770011|2021-09-11,9.999999959828352e-07,2021-09-11,2021.7028528323822
A/Denmark/03/2022|EPI_ISL_9304982|2022-01-03,1.0344184558594731,2022-01-03,2022.0122831066478
A/Denmark/04/2021|EPI_ISL_8576479|2021-09-15,1.1545812096853407,2021-09-15,2021.7136862770483
